order_name,id_reversa,reverse_type,data_compra,data_entrega,data_reversa,dias_compra_ate_reversa,mes_compra,tipo,bucket
IN-2683580-ENTR-1125,42ebcc91-8e5b-438a-85d8-f7725a69e369,Troca,2025-08-08,2025-09-13,2025-11-10,94,2025-08,Troca,61d+
IN-2722467-ENTR-0925,eb0372c6-a712-4f88-9052-e45345d5b88b,Troca,2025-08-17,2025-08-26,2025-10-08,52,2025-08,Troca,31–60d
IN-2735519,6a98b4d0-19a0-45ee-bf2a-2c6b58ed8d99,Troca,2025-08-21,2025-08-27,2025-12-24,125,2025-08,Troca,61d+
IN-2844243,4bd9a1e3-779b-4884-bacd-d180971e92eb,Troca,2025-09-16,2025-09-22,2025-10-22,36,2025-09,Troca,31–60d
IN-3120805,2fdefe15-8c5c-4067-8545-c231aab7eb07,Troca,2025-11-12,2025-11-27,2026-01-18,67,2025-11,Troca,61d+
IN-3293809,562fe6f6-fe0a-4cc7-ba08-d2eb9e4cbd35,Troca,2025-11-30,2026-01-06,2026-01-06,37,2025-11,Troca,31–60d
IN-2988747-ENTR-1125,09fc19ee-d446-481f-b3c6-6c59e14bdea1,Troca,2025-10-17,2025-12-02,2025-12-04,48,2025-10,Troca,31–60d
IN-3227989,86ab93f6-4cb1-49e7-a11a-1e10269ac852,Troca,2025-11-27,2025-12-01,2026-02-19,84,2025-11,Troca,61d+
IN-3597701-ENTR-0326,c4a4e37a-0d91-485a-92d6-c6cf98f9aae3,Devolução,2026-02-01,2026-03-30,2026-03-30,57,2026-02,Devolução,31–60d
IN-2799193-ENTR-1225,a9a70143-689c-47c3-a6df-fa2162817922,Troca,2025-09-05,2025-10-25,2025-11-02,58,2025-09,Troca,31–60d
IN-2670647,105594d7-03ba-4eff-8078-432e781973b3,Troca,2025-08-06,2025-08-10,2025-12-11,127,2025-08,Troca,61d+
IN-2674422-ENTR-1025,d65abc67-6718-4760-8bad-bb3be9512c69,Troca,2025-08-07,2025-09-10,2025-09-14,38,2025-08,Troca,31–60d
IN-2794353-ENTR-1025,5bb9966c-a6d0-4519-a23d-2b4d0274ea2a,Devolução,2025-09-04,2025-10-15,2025-10-17,43,2025-09,Devolução,31–60d
IN-3268215,733a6be0-9768-4e65-8a10-9554582c81cb,Troca,2025-11-28,2025-12-04,2026-01-09,42,2025-11,Troca,31–60d
IN-3286839,2676e7af-91c5-4fa8-958c-951c2d557096,Troca,2025-11-30,2025-12-08,2026-03-06,96,2025-11,Troca,61d+
IN-3763405,7efd1337-9dc3-4d0a-8a00-a96fb9dd4408,Troca,2026-03-15,2026-03-18,2026-05-15,61,2026-03,Troca,61d+
IN-3823873,1fa07f0e-0640-437d-aff8-4f0bd09c7164,Troca,2026-03-26,2026-03-31,2026-05-06,41,2026-03,Troca,31–60d
IN-2911243-SN,100170ad-5c09-4f31-aefb-96a0cc1e5bb3,Troca,2025-10-04,2025-10-15,2025-11-06,33,2025-10,Troca,31–60d
IN-3389711-SN,d31abbb2-07ee-4013-aaa1-ed0135e24828,Troca,2025-12-13,2025-12-19,2026-01-14,32,2025-12,Troca,31–60d
IN-3530124,2036e874-1bae-4b6b-a883-b3fc3f1716dc,Troca,2026-01-13,2026-01-16,2026-03-04,50,2026-01,Troca,31–60d
IN-3877443,654ba9e2-c52f-461e-be4e-6e719efda178,Troca,2026-04-08,2026-04-09,2026-05-15,37,2026-04,Troca,31–60d
IN-3935863,ad0aa7a2-66a4-4022-9fb6-fe8e385871b3,Troca,2026-04-27,2026-04-27,2026-04-27,0,2026-04,Troca,0–7d
IN-3361369,6ef85483-9ed3-4ff4-8998-b3666bd506a9,Troca,2025-12-09,2025-12-18,2026-01-08,30,2025-12,Troca,16–30d
IN-3634745,957686fe-558a-47dc-a7d7-38d4658219bf,Troca,2026-02-12,2026-02-16,2026-03-17,33,2026-02,Troca,31–60d
IN-3684157,8111fa8f-f4ef-43b2-a5f8-c01963431d05,Troca,2026-02-26,2026-03-03,2026-04-24,57,2026-02,Troca,31–60d
IN-3707494,69c37edb-2a67-49bf-8553-acd6fbab24a3,Devolução,2026-03-03,2026-03-09,2026-04-03,31,2026-03,Devolução,31–60d
IN-2827612-ENTR-1225,1de059c1-f9fd-4222-aec9-87979d2a7167,Troca,2025-09-12,2025-11-03,2025-11-07,56,2025-09,Troca,31–60d
IN-3234661-SN,94a20450-d2b7-425e-8fcd-19ac44011f69,Troca,2025-11-27,2025-12-09,2026-03-03,96,2025-11,Troca,61d+
IN-3268590,1ebf2936-57e2-4ef8-8add-ceb844eb7fe0,Troca,2025-11-28,2025-12-19,2026-01-03,36,2025-11,Troca,31–60d
IN-3357941,bca27314-80c2-4562-9c52-e86670b2fa52,Troca,2025-12-08,2025-12-14,2026-01-08,31,2025-12,Troca,31–60d
IN-2693328,c1b3c477-56b3-404a-8b1b-fccd2277f721,Troca,2025-08-10,2025-08-16,2025-09-08,29,2025-08,Troca,16–30d
IN-3111220-SN,34a6d66a-9c7b-4fc7-94a9-539bb741f0bc,Troca,2025-11-11,2025-11-18,2026-02-27,108,2025-11,Troca,61d+
IN-3793792,266010c1-4818-47a3-94f9-e4b7b26048c8,Troca,2026-03-20,2026-03-26,2026-05-19,60,2026-03,Troca,31–60d
IN-2700546-ENTR-0925,6f7909de-28a4-43e7-83cb-521fc88f53f8,Troca,2025-08-12,2025-10-08,2025-10-20,69,2025-08,Troca,61d+
IN-3043826-ENTR-1225,b75f0627-9747-4c73-a379-1a79e76a643c,Troca,2025-10-31,2025-12-01,2025-12-19,49,2025-10,Troca,31–60d
IN-3208633,29f77fb8-0695-47de-aa0d-6170af21d5c0,Troca,2025-11-25,2025-12-03,2026-03-04,99,2025-11,Troca,61d+
IN-3623412,5f5b4aee-1d25-45c7-9ddf-71cca279ec76,Troca,2026-02-08,2026-02-12,2026-03-18,38,2026-02,Troca,31–60d
IN-3797813,057eddac-2573-493a-9ac5-7f0a6478346d,Troca,2026-03-21,2026-03-26,2026-05-09,49,2026-03,Troca,31–60d
IN-2737713,5ea7c39e-f830-40c4-9464-5aec900a3cc6,Troca,2025-08-21,2025-08-27,2025-11-11,82,2025-08,Troca,61d+
IN-2738792,cb251456-c9be-4d9a-9ac4-04462261f4b5,Troca,2025-08-22,2025-08-26,2025-10-23,62,2025-08,Troca,61d+
IN-2806185,4f99d453-97a7-4bf1-bdd8-89bcfa6ac458,Troca,2025-09-07,2025-09-09,2025-10-18,41,2025-09,Troca,31–60d
IN-3342240,6331817e-3e4b-41a6-86e4-229c965a8f34,Troca,2025-12-06,2025-12-13,2026-02-03,59,2025-12,Troca,31–60d
IN-3602999,10b6c750-2b1e-4bc5-bf98-1593de42f537,Devolução,2026-02-03,2026-02-19,2026-03-19,44,2026-02,Devolução,31–60d
IN-2829472,e2eefeed-6dc6-4121-868a-76a541e0dd5e,Troca,2025-09-13,2025-09-18,2025-10-13,30,2025-09,Troca,16–30d
IN-2866457-ENTR-1125,60de4380-8059-463f-945f-17bb0cfaded8,Troca,2025-09-21,2025-12-24,2026-01-12,113,2025-09,Troca,61d+
IN-3080864-ENTR-1225,9e4b9919-5412-4887-975a-b8e4f37c2532,Troca,2025-11-06,2025-12-09,2026-03-01,115,2025-11,Troca,61d+
IN-3957234-ENTR-0626,c9839052-30f5-4db2-a604-57793328315c,Troca,2026-05-04,2026-06-22,2026-06-24,51,2026-05,Troca,31–60d
IN-2891763-ENTR-1025,6d08daa9-3f43-47fa-8290-517b33b81edb,Troca,2025-09-29,2025-10-29,2025-10-30,31,2025-09,Troca,31–60d
IN-3020650,b5a5bed0-0d91-4fbe-88ef-13166f188b70,Troca,2025-10-25,2025-11-05,2025-12-08,44,2025-10,Troca,31–60d
IN-3234028,7e16582f-35c1-4ea9-804b-56f74be666a5,Troca,2025-11-27,2025-12-14,2026-01-26,60,2025-11,Troca,31–60d
IN-3424289,86dbb482-a595-4de1-be49-6d55c397a286,Troca,2025-12-19,2026-01-06,2026-04-30,132,2025-12,Troca,61d+
IN-3443566,52958093-e325-4654-9342-c24287991fef,Troca,2025-12-23,2025-12-29,2026-01-27,35,2025-12,Troca,31–60d
IN-4014855-ENTR-0626,a700b95b-54f3-4d11-8277-8030a49f829c,Troca,2026-05-25,2026-06-25,2026-06-30,36,2026-05,Troca,31–60d
IN-3096845,0f5f62c2-dce5-4c25-ae5b-507d881e9fae,Troca,2025-11-09,2025-11-14,2025-12-17,38,2025-11,Troca,31–60d
IN-3304616-ENTR-0126,1467a39a-e4cf-45b2-ba40-5627d60a8b31,Troca,2025-12-01,2025-12-17,2026-01-11,41,2025-12,Troca,31–60d
IN-3398128,596f6065-efd3-43be-ae6f-927f39ca76bc,Troca,2025-12-15,2025-12-20,2026-01-29,45,2025-12,Troca,31–60d
IN-2820203,96f20f9e-1b75-4c22-8cc9-a0347ef7080d,Troca,2025-09-10,2025-09-22,2025-10-28,48,2025-09,Troca,31–60d
IN-3218273-ENTR-0126,65d52323-5335-4bf0-93e6-f38faf0aefa1,Devolução,2025-11-26,2026-03-02,2026-03-05,99,2025-11,Devolução,61d+
IN-2961058,6af68038-8443-41ae-9533-dce5cdb4d9a8,Troca,2025-10-09,2025-10-19,2025-11-08,30,2025-10,Troca,16–30d
IN-3424030,40263f7a-a67a-4585-a8c9-cafe8f0127f7,Troca,2025-12-19,2025-12-20,2026-02-07,50,2025-12,Troca,31–60d
IN-2684247-ENTR-0925,8ebd4ca5-b3aa-43d5-a356-78a9b368218d,Troca,2025-08-08,2025-09-05,2025-09-07,30,2025-08,Troca,16–30d
IN-3285894,9a1d87d0-9d23-4f7f-ad71-799d1c57d6c4,Troca,2025-11-29,2025-12-10,2026-01-02,34,2025-11,Troca,31–60d
IN-3542296-ENTR-0326,879eba40-107b-4e3f-abc6-882d6b688c3d,Troca,2026-01-16,2026-03-11,2026-03-13,56,2026-01,Troca,31–60d
IN-3569402,d7b61a3a-7fd3-4ad6-a18e-faa93e20cd96,Troca,2026-01-24,2026-01-27,2026-03-14,49,2026-01,Troca,31–60d
IN-3031070,372b7666-b9a4-45ab-ac17-71830d1273a8,Devolução,2025-10-28,2025-10-28,2025-10-28,0,2025-10,Devolução,0–7d
IN-3471549,9c25eb26-2f70-44ed-bf69-e8ac2cb5a74e,Troca,2025-12-31,2026-01-05,2026-04-27,117,2025-12,Troca,61d+
IN-3690007-SN,cfb20c99-f044-4c36-8a1a-e044f59e5d43,Troca,2026-02-28,2026-03-05,2026-04-20,51,2026-02,Troca,31–60d
IN-3977539,eefe79c7-5c14-488f-b404-46d88a84be42,Troca,2026-05-12,2026-05-19,2026-06-20,39,2026-05,Troca,31–60d
IN-2686196,51ae75cf-70b4-4b0a-b0d6-30de0d80ac46,Troca,2025-08-09,2025-08-13,2025-10-05,57,2025-08,Troca,31–60d
IN-3199375,e3b539b6-9da3-4ea6-9277-b05b29e07216,Troca,2025-11-24,2025-12-05,2026-02-11,79,2025-11,Troca,61d+
IN-3298473,ab838365-eeb0-4d8b-8f64-dc09a3ae351f,Troca,2025-11-30,2025-12-13,2026-02-10,72,2025-11,Troca,61d+
IN-3656067,76d19285-5700-4e0c-b40a-ac8c2fd2fe4d,Troca,2026-02-18,2026-02-23,2026-03-19,29,2026-02,Troca,16–30d
IN-3734286,72cca475-636d-4813-ac11-346fa667969a,Troca,2026-03-09,2026-03-19,2026-04-25,47,2026-03,Troca,31–60d
IN-3807325,efeb3db0-871d-4e36-9407-fd4819fc2553,Troca,2026-03-23,2026-03-26,2026-07-02,101,2026-03,Troca,61d+
IN-2722741,6d1cc33b-ee9e-4a05-8e17-eea781ec7d81,Troca,2025-08-17,2025-08-20,2026-02-09,176,2025-08,Troca,61d+
IN-2995640,6bf3b756-e3c1-41ad-a5f6-fa993612a09e,Troca,2025-10-19,2025-10-24,2025-12-03,45,2025-10,Troca,31–60d
IN-4028707,f3cadf64-f93e-4dfa-89df-0e5c0fa86f3d,Troca,2026-05-30,2026-06-05,2026-06-29,30,2026-05,Troca,16–30d
IN-2722559,c184d666-e7b2-4c83-842f-ace0f3471114,Troca,2025-08-17,2025-08-21,2025-10-08,52,2025-08,Troca,31–60d
IN-3001498,3bf59d8e-5858-415d-9366-a2774afcac89,Troca,2025-10-20,2025-10-25,2025-12-04,45,2025-10,Troca,31–60d
IN-3030942,9e26aec7-8868-4d99-9220-f98845c2d208,Troca,2025-10-27,2025-11-04,2025-12-21,55,2025-10,Troca,31–60d
IN-2973766,418fe853-29ca-42c8-9bcb-74491f73a935,Devolução,2025-10-13,2025-10-24,2026-01-05,84,2025-10,Devolução,61d+
IN-3460937,afd01967-1a26-4710-8123-ddf6eab51ec2,Troca,2025-12-28,2026-01-07,2026-02-03,37,2025-12,Troca,31–60d
IN-3019501-ENTR-1125,88b2b294-7530-4789-ba73-a4633c97f748,Troca,2025-10-25,2025-12-22,2025-12-22,58,2025-10,Troca,31–60d
IN-3119314,f0255bfd-3ead-4175-85ff-637417869600,Troca,2025-11-12,2025-11-18,2025-12-17,35,2025-11,Troca,31–60d
IN-3154690-SN,b3495a96-1d91-4d3c-bb68-cfaf4bcbc2d2,Troca,2025-11-17,2025-11-24,2025-12-16,29,2025-11,Troca,16–30d
IN-3338282-ENTR-0126,602a872b-23d4-417b-9916-f41017d5b7c0,Troca,2025-12-06,2026-01-09,2026-01-22,47,2025-12,Troca,31–60d
IN-2740021-ENTR-1225,127ad5d0-ee25-4c5b-8f7f-c754a516a768,Troca,2025-08-22,2025-09-26,2025-09-27,36,2025-08,Troca,31–60d
IN-2812647-ENTR-1125,459834e3-c0e8-49d8-9b4e-803dd722cd4d,Troca,2025-09-09,2025-10-20,2025-11-05,57,2025-09,Troca,31–60d
IN-3222987,e9d38f40-fe84-48a2-ad5d-f1eba2ef35eb,Troca,2025-11-27,2025-12-12,2026-01-02,36,2025-11,Troca,31–60d
IN-4023402,d1016483-4633-4649-9a36-eee5d027ef8d,Devolução,2026-05-28,2026-05-28,2026-05-28,0,2026-05,Devolução,0–7d
IN-2744966,a3a9dc2c-ffd8-4bcc-b151-fea832a38a3f,Troca,2025-08-23,2025-08-28,2025-11-18,87,2025-08,Troca,61d+
IN-3060083,b08c48c4-0617-41d8-a59b-15ba65aa58c6,Troca,2025-11-03,2025-11-11,2025-12-09,36,2025-11,Troca,31–60d
IN-3197526,49c365b5-684e-4e1a-83ae-a868776454d4,Devolução,2025-11-24,2025-12-10,2026-01-07,44,2025-11,Devolução,31–60d
IN-3166192,3802bd41-8cb1-47f9-97e7-d76e635a63e8,Troca,2025-11-19,2025-11-24,2026-01-06,48,2025-11,Troca,31–60d
IN-3213149,a965615f-ac75-4d0c-8cc2-596707b02c97,Troca,2025-11-26,2025-12-02,2025-12-25,29,2025-11,Troca,16–30d
IN-3463801,3cdbb0b9-14b5-4326-9faf-872f9e4cc9bc,Troca,2025-12-29,2026-01-02,2026-02-16,49,2025-12,Troca,31–60d
IN-3733841,76c74ea9-4ca8-46c5-8f6c-701fac78b568,Troca,2026-03-09,2026-03-16,2026-04-26,48,2026-03,Troca,31–60d
IN-3058948,48a29926-684b-48e1-99a6-e648e372a317,Troca,2025-11-03,2025-11-10,2026-04-23,171,2025-11,Troca,61d+
IN-2653842-ENTR-0925,bf253632-ec2e-4374-8acc-f4e65d644412,Troca,2025-08-03,2025-08-30,2025-09-14,42,2025-08,Troca,31–60d
IN-3563047,271b0401-0b8a-43c8-859b-84fdacb223c7,Troca,2026-01-22,2026-02-09,2026-03-09,46,2026-01,Troca,31–60d
IN-3391941,1dfa9336-07e2-48f3-bf6b-088b266fb1b2,Troca,2025-12-14,2026-01-06,2026-01-13,30,2025-12,Troca,16–30d
IN-3456044,71cfa8dc-3857-4057-8d6b-a27c219eacfb,Troca,2025-12-27,2026-01-08,2026-02-01,36,2025-12,Troca,31–60d
IN-3550059,be970d5d-9220-44ba-9345-6a429f2a05f7,Troca,2026-01-18,2026-01-22,2026-03-16,57,2026-01,Troca,31–60d
IN-2702091-ENTR-0925,95f00414-9eb2-4a6f-8bd1-a6a6c037f98d,Troca,2025-08-12,2025-09-09,2025-09-24,43,2025-08,Troca,31–60d
IN-3042674-ENTR-1225,ad50c58c-f5dd-4802-9a4e-0649278f7fe6,Troca,2025-10-30,2026-04-07,2026-04-17,169,2025-10,Troca,61d+
IN-3201831,b248e291-e419-430d-93ec-384f90d5469f,Troca,2025-11-24,2025-11-26,2025-12-23,29,2025-11,Troca,16–30d
IN-3226334,fb2070e4-f349-4565-9c91-f7241e1ad8ae,Troca,2025-11-27,2025-12-02,2025-12-29,32,2025-11,Troca,31–60d
IN-3227194,bf87ca2e-c6db-4ccd-9fbd-214d2f9a8277,Troca,2025-11-27,2025-12-04,2025-12-31,34,2025-11,Troca,31–60d
IN-3967495-ENTR-0626,b342fb6c-fb9f-4b0e-aa50-ae4269205d83,Devolução,2026-05-07,2026-06-24,2026-07-06,60,2026-05,Devolução,31–60d
IN-4029766,e531abb5-0985-43dc-a9e9-418aa86caaee,Troca,2026-05-30,2026-06-05,2026-06-30,31,2026-05,Troca,31–60d
IN-2710422,b3a07c4f-9281-409b-a8dc-502307ac3a7e,Troca,2025-08-14,2025-08-22,2025-11-13,91,2025-08,Troca,61d+
IN-2779161,7d31ff68-fbb4-4080-b90f-38316bf916f1,Troca,2025-08-31,2025-09-03,2025-11-03,64,2025-08,Troca,61d+
IN-2801270,d99f08fd-923f-4779-b2d2-2ebd7a3270d9,Troca,2025-09-06,2025-09-09,2026-01-06,122,2025-09,Troca,61d+
IN-3077528,6fabbf8e-c2ca-49ac-adef-a73fcc54f987,Troca,2025-11-06,2025-11-13,2025-12-06,30,2025-11,Troca,16–30d
IN-3269716,a58942ae-21e0-428e-a1e5-96b78f8eff70,Troca,2025-11-29,2025-12-05,2026-01-09,41,2025-11,Troca,31–60d
IN-2709155-ENTR-0925,14605651-8f2a-4ba3-ba61-a1763fbd1e41,Troca,2025-08-14,2025-09-13,2025-09-22,39,2025-08,Troca,31–60d
IN-3038580,a8723bab-7b4c-495c-ae9f-982a39908c9f,Troca,2025-10-29,2025-10-31,2025-12-20,52,2025-10,Troca,31–60d
IN-3195110,5c160bc5-0ab8-4b5d-b40b-84442524c23c,Troca,2025-11-23,2025-11-25,2025-12-27,34,2025-11,Troca,31–60d
IN-3303253,fc391cef-ef2f-4f29-9d41-ee4eaef5c3f3,Troca,2025-11-30,2025-12-08,2026-01-02,33,2025-11,Troca,31–60d
IN-3530224-ENTR-0326,70b577a5-89a8-4200-9ba7-3b50f7d68898,Troca,2026-01-13,2026-03-09,2026-03-09,55,2026-01,Troca,31–60d
IN-3609795,bdeff9b2-b21b-49e6-bf07-8bbc16f2da62,Troca,2026-02-05,2026-02-12,2026-03-25,48,2026-02,Troca,31–60d
IN-3611961,3f3f510e-b8a8-4654-94cb-36ac2e580f7f,Troca,2026-02-05,2026-02-13,2026-03-10,33,2026-02,Troca,31–60d
IN-2724783-ENTR-0925,fddd9a31-059b-45f1-9ae3-15c8b82055e3,Troca,2025-08-18,2025-08-30,2025-09-30,43,2025-08,Troca,31–60d
IN-2824364-SN,237284ab-3a9e-4ebb-86f9-b56188245c3a,Troca,2025-09-11,2025-09-18,2025-10-13,32,2025-09,Troca,31–60d
IN-3419029,31bffff9-8490-468c-bd50-742306fb78d8,Troca,2025-12-18,2025-12-28,2026-03-17,89,2025-12,Troca,61d+
IN-3455593,dea16e2c-05cf-4950-bbb5-34d440b44836,Troca,2025-12-27,2026-01-26,2026-02-23,58,2025-12,Troca,31–60d
IN-3760514,2623e662-56e3-4468-9ef9-d8aad2912df5,Troca,2026-03-14,2026-03-26,2026-05-04,51,2026-03,Troca,31–60d
IN-2707120-ENTR-1025,6aef2a5a-f94e-4a25-bb02-3f9bb9c19c9c,Troca,2025-08-13,2025-09-26,2025-09-29,47,2025-08,Troca,31–60d
IN-3217496,0cdc9988-1fbf-4e53-b807-e36466ce8a64,Troca,2025-11-26,2025-12-11,2026-04-29,154,2025-11,Troca,61d+
IN-3235812-ENTR-0126,0491c310-ac6d-4586-b8ac-5ab63545ca74,Troca,2025-11-28,2026-01-10,2026-01-26,59,2025-11,Troca,31–60d
IN-3564282,35174f8c-0ff8-4f0d-bed3-7caf9a97fe1e,Troca,2026-01-23,2026-01-28,2026-03-26,62,2026-01,Troca,61d+
IN-3939735,4bed9c83-f7e0-4119-9772-f7976886c069,Troca,2026-04-28,2026-05-05,2026-05-28,30,2026-04,Troca,16–30d
IN-2744966,09067eea-66b1-4b14-924c-594badfd97f1,Troca,2025-08-23,2025-08-28,2025-12-08,107,2025-08,Troca,61d+
IN-3179400,a3cd4caa-ebe2-41cf-9896-e46525682b29,Troca,2025-11-21,2025-12-12,2025-12-29,38,2025-11,Troca,31–60d
IN-3658013,71f64072-5abf-494c-b196-a1a838836055,Devolução,2026-02-19,2026-02-23,2026-04-02,42,2026-02,Devolução,31–60d
IN-3789788,6a8c86c5-2faa-4fd1-84a8-000cc88f2e25,Troca,2026-03-19,2026-03-24,2026-06-16,89,2026-03,Troca,61d+
IN-2956927-ENTR-1025,cc7506d4-aa0a-415d-b383-d4d20239de70,Troca,2025-10-08,2025-11-04,2025-11-08,31,2025-10,Troca,31–60d
IN-3171592,58eb290d-b3c5-41ac-b358-6a6d2c627d01,Troca,2025-11-20,2025-11-22,2025-12-30,40,2025-11,Troca,31–60d
IN-3187421,ac57d58f-f13d-4101-a71f-0f00cc8ea47d,Troca,2025-11-22,2025-11-25,2026-02-18,88,2025-11,Troca,61d+
IN-2658920,6bc2305b-c830-40dd-a4cf-14e88cc2f20a,Troca,2025-08-04,2025-08-11,2025-09-13,40,2025-08,Troca,31–60d
IN-2677272-ENTR-1025,813b66f4-111e-4aab-a7d8-8910dd03c32e,Troca,2025-08-07,2025-08-19,2025-09-08,32,2025-08,Troca,31–60d
IN-2767363,c7d55390-93ff-4a5d-8433-ed8636dda2ef,Troca,2025-08-29,2025-09-11,2025-09-30,32,2025-08,Troca,31–60d
IN-2790272,8fc17089-399d-46db-8920-04e57dabe2d8,Troca,2025-09-03,2025-09-05,2025-10-07,34,2025-09,Troca,31–60d
IN-2797297,47690586-5537-431f-9df0-c8676973cae3,Troca,2025-09-05,2025-09-08,2025-10-13,38,2025-09,Troca,31–60d
IN-2861590-SN,db7d72e6-808b-4f43-a1db-5501e4c4f345,Troca,2025-09-19,2025-09-24,2026-02-06,140,2025-09,Troca,61d+
IN-3190190-SN,4732ba41-511a-457d-b193-21381b92981a,Troca,2025-11-23,2025-11-26,2026-03-01,98,2025-11,Troca,61d+
IN-3226610,2c809e3a-1f0b-4039-ae56-0da91972ad07,Troca,2025-11-27,2025-12-04,2025-12-29,32,2025-11,Troca,31–60d
IN-3337804-ENTR-0126,8028bf65-6c4a-40ac-b743-8d3c6062c7d6,Troca,2025-12-05,2026-01-14,2026-02-10,67,2025-12,Troca,61d+
IN-3308283,e8225536-5974-4e1a-b59e-4790095a297c,Devolução,2025-12-01,2025-12-16,2026-02-01,62,2025-12,Devolução,61d+
IN-3309917-ENTR-0126,b2239a2e-b93c-42e0-8ee6-76b2dddf8ff2,Devolução,2025-12-01,2026-03-10,2026-03-11,100,2025-12,Devolução,61d+
IN-3556985-ENTR-0326,5d1f16b9-81ae-44c9-9c3b-936a935af527,Troca,2026-01-21,2026-01-27,2026-03-02,40,2026-01,Troca,31–60d
IN-4111287,3f3b6212-834a-4894-a87c-a2b6f84a901b,Devolução,2026-06-29,2026-07-09,2026-08-01,33,2026-06,Devolução,31–60d
IN-2731856,c7a78679-bf1e-43f0-8483-a7fc90406429,Troca,2025-08-20,2025-08-23,2025-10-22,63,2025-08,Troca,61d+
IN-3745043,b6840c70-9524-4e5d-90bc-a82a88780ebc,Troca,2026-03-11,2026-03-17,2026-06-18,99,2026-03,Troca,61d+
IN-3838458,459fbd6b-68eb-45c0-9482-5e89d7dd526f,Troca,2026-03-29,2026-04-08,2026-05-04,36,2026-03,Troca,31–60d
IN-3070720-ENTR-1125,7d57d1cb-4e46-4077-affe-bec758ac86f3,Troca,2025-11-05,2026-01-08,2026-01-21,77,2025-11,Troca,61d+
IN-3154027,b6b7a0b2-1009-4928-8243-dc07f4aaa466,Troca,2025-11-17,2025-11-22,2025-12-26,39,2025-11,Troca,31–60d
IN-3365760-ENTR-0326,f7c9e6bb-7058-4bb2-972c-823e0a3b2d51,Troca,2025-12-10,2026-03-26,2026-03-26,106,2025-12,Troca,61d+
IN-3389603,c3bc57d0-2873-4408-b12b-a9073c3ad15f,Troca,2025-12-13,2025-12-26,2026-01-15,33,2025-12,Troca,31–60d
IN-3490457,4899f69d-4c2e-414b-884a-ca24c75dacb8,Troca,2026-01-06,2026-01-14,2026-03-12,65,2026-01,Troca,61d+
IN-3576850,a3ceba20-8e6c-471f-ba57-6f4fbf4d6a1a,Troca,2026-01-26,2026-01-29,2026-04-15,79,2026-01,Troca,61d+
IN-3952299,fe1ceb06-149d-44db-9d31-52af9dab08ed,Troca,2026-05-02,2026-05-04,2026-06-29,58,2026-05,Troca,31–60d
IN-3995386-ENTR-0726,801e7b93-d364-4f61-95b9-d7bf5de2be5f,Troca,2026-05-18,2026-07-04,2026-07-04,47,2026-05,Troca,31–60d
IN-2724794-SN,e93d85b8-fee3-49c5-b326-454f3acb5048,Troca,2025-08-18,2025-08-21,2025-12-09,113,2025-08,Troca,61d+
IN-3224826,a5e49513-48c9-4e33-9d45-d13c66dc07fe,Troca,2025-11-27,2025-12-01,2025-12-27,30,2025-11,Troca,16–30d
IN-3743338,30870a71-fbd7-43ce-98ea-8420af972d69,Troca,2026-03-11,2026-03-18,2026-04-20,40,2026-03,Troca,31–60d
IN-3762053,75d853f7-4b73-4662-844a-a837c0efc458,Troca,2026-03-15,2026-03-19,2026-04-17,33,2026-03,Troca,31–60d
IN-3871119,611b65d6-ee6c-4bbd-a24a-1452889bb3f8,Troca,2026-04-07,2026-04-17,2026-05-12,35,2026-04,Troca,31–60d
IN-2954661,df090165-812d-4e0e-a2c3-f077ad320440,Troca,2025-10-08,2025-10-13,2025-11-18,41,2025-10,Troca,31–60d
IN-3590297,b80e3e87-7f6b-4146-a6c9-ee1e862ef42d,Troca,2026-01-30,2026-02-05,2026-03-21,50,2026-01,Troca,31–60d
IN-3694770,2abb55de-7b70-4806-a456-538cf6e34f92,Troca,2026-03-01,2026-03-13,2026-03-31,30,2026-03,Troca,16–30d
IN-3886011,9b89b995-1b60-4b8d-b627-3d6b5ed11ee5,Troca,2026-04-10,2026-04-21,2026-05-17,37,2026-04,Troca,31–60d
IN-2998865,995fee72-2031-42fb-9c45-6b56479305f0,Devolução,2025-10-20,2025-10-29,2025-12-11,52,2025-10,Devolução,31–60d
IN-3228084,3f49ecfa-2835-4b47-a0cd-94294f9c57b4,Troca,2025-11-27,2025-12-22,2026-03-06,99,2025-11,Troca,61d+
IN-3237899,e0ddc070-f1ea-423e-8df9-e144823eaaa2,Troca,2025-11-28,2025-12-09,2025-12-29,31,2025-11,Troca,31–60d
IN-3260441,fe4f33b1-2e72-41c3-a6c2-508e91e22286,Troca,2025-11-28,2025-12-08,2026-01-22,55,2025-11,Troca,31–60d
IN-3389070-SN,091b3446-58fe-4d7e-a2e2-43298df75348,Troca,2025-12-13,,2026-06-18,187,2025-12,Troca,61d+
IN-3574540-ENTR-0326,e133905e-9c53-4c4c-8744-4aff0943f699,Troca,2026-01-26,2026-07-27,2026-07-28,183,2026-01,Troca,61d+
IN-3001778,6a19d0be-0ab5-41ac-b112-0a4f14242d12,Troca,2025-10-20,2025-10-31,2025-11-22,33,2025-10,Troca,31–60d
IN-3301071-ENTR-0126,5966c35b-b694-4805-bd08-251591c17688,Troca,2025-11-30,2026-02-03,2026-02-11,73,2025-11,Troca,61d+
